lng,lat
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.05157669685813,42.36188895429281
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.04576239371627,42.36328490858562
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03994809057441,42.36468086287843
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.03413378743255,42.36607681717124
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02831948429069,42.36747277146405
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
-71.02250518114883,42.36886872575686
