lng,lat
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0059142657296,42.369378908585624
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
-71.0000993985944,42.370774862878434
